Content ID,Content User ID,Reaction User ID,Category,Type.1,Type,Date,Time2,Sentiment,Score,,,,,,
972b6e82-421f-43f6-905c-2168933de18f,4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2,d71363d5-6468-44b0-b641-94c4776bce98,Animals,video,want,23/02/2021,09:10:26.000,positive,70,,,,,,
972b6e82-421f-43f6-905c-2168933de18f,4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2,0828c4e1-63ec-4121-aa07-eefd37954bb9,Animals,video,want,18/12/2020,00:18:07.000,positive,70,,,,,,
972b6e82-421f-43f6-905c-2168933de18f,4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2,683d880b-3ccf-4f4d-8182-96e7a7a884bd,Animals,video,want,03/09/2020,14:43:10.000,positive,70,,,,,,
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,568e7c6f-b1e9-4a85-897c-aaaaa0ce8832,Animals,video,want,18/08/2020,10:50:23.000,positive,70,,,,,,
596a3ffe-1e2a-4999-bf8d-c8f4a8974343,24789387-968b-425a-8836-14e243cda16c,3d5f257e-556b-4e19-b127-977bc5c4daed,Animals,video,want,11/08/2020,16:04:43.000,positive,70,,,,,,
596a3ffe-1e2a-4999-bf8d-c8f4a8974343,24789387-968b-425a-8836-14e243cda16c,84bd5adb-286c-429a-926d-4ea120270825,Animals,video,want,20/12/2020,00:51:55.000,positive,70,,,,,,
596a3ffe-1e2a-4999-bf8d-c8f4a8974343,24789387-968b-425a-8836-14e243cda16c,fdbaec82-bc98-47b8-8fe6-4aec7524e8e3,Animals,video,want,25/12/2020,03:59:23.000,positive,70,,,,,,
a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,47def058-01cc-478f-9830-eaddcccac633,a90c3ed2-7c64-47c3-9da5-b10d05f6f9f2,Animals,video,want,01/09/2020,00:24:22.000,positive,70,,,,,,
bb6c0257-5d4d-4bb8-be58-4bd7ebd9c337,7d624010-a0e7-455b-a606-48c5c467dd80,0871bb31-3d6e-4e4c-ab19-95a262cac0d4,Animals,video,want,19/08/2020,04:17:33.000,positive,70,,,,,,
bb6c0257-5d4d-4bb8-be58-4bd7ebd9c337,7d624010-a0e7-455b-a606-48c5c467dd80,0c347562-ce55-450b-91ab-0707662b36f5,Animals,video,want,28/06/2020,08:50:40.000,positive,70,,,,,,
fe06b730-b1f8-4f55-af1a-52487d8f1ec6,e206e31b-5f85-4964-b6ea-d7ee5324def1,c5d04879-87bd-4950-9e63-334382ef53af,Animals,video,want,18/04/2021,21:02:41.000,positive,70,,,,,,
fe06b730-b1f8-4f55-af1a-52487d8f1ec6,e206e31b-5f85-4964-b6ea-d7ee5324def1,0873e9a7-234a-4096-a92a-8dc7a03eb0c5,Animals,video,want,05/11/2020,00:45:09.000,positive,70,,,,,,
b9ff65d6-b79a-4f9b-8745-10088ddf9934,2dd186bb-7a28-4e80-99c7-f1936afc7b49,624db443-c716-4227-ac84-a6f7c3a59162,Animals,video,want,28/01/2021,14:51:39.000,positive,70,,,,,,
b9ff65d6-b79a-4f9b-8745-10088ddf9934,2dd186bb-7a28-4e80-99c7-f1936afc7b49,7246fed1-8725-4dbb-bccd-5451346f122d,Animals,video,want,01/04/2021,08:37:56.000,positive,70,,,,,,
b9ff65d6-b79a-4f9b-8745-10088ddf9934,2dd186bb-7a28-4e80-99c7-f1936afc7b49,cfe50481-7c50-48fa-97fa-89b6f137e1bd,Animals,video,want,11/08/2020,21:52:43.000,positive,70,,,,,,
429632b9-88c0-4163-a7ed-4272a04f7838,56b8948a-68bd-425f-b842-eabe6bcfacca,03e3a23a-a77a-41da-9ecd-3f2ff9e5bc90,Animals,audio,want,31/05/2021,19:55:42.000,positive,70,,,,,,
909cbb46-9789-4e9d-9148-890e5c44a9e2,80c36ce2-2cef-4a47-a563-d2a60a2b1825,052faed2-37ac-4a2c-ba6f-2657322e4fa5,Animals,audio,want,07/10/2020,14:12:52.000,positive,70,,,,,,
909cbb46-9789-4e9d-9148-890e5c44a9e2,80c36ce2-2cef-4a47-a563-d2a60a2b1825,ab9a4d70-3ae4-48d6-b161-c18bd687c3b4,Animals,audio,want,06/07/2020,13:03:44.000,positive,70,,,,,,
990ad477-b9eb-4ea6-9ec8-3f941f53b758,122c3e03-0a96-4d62-9d17-27f8e2b6ba58,1798905d-6c3a-4e5d-a9d1-ce429b1260d7,Animals,audio,want,18/03/2021,21:54:02.000,positive,70,,,,,,
990ad477-b9eb-4ea6-9ec8-3f941f53b758,122c3e03-0a96-4d62-9d17-27f8e2b6ba58,109782f9-4141-4d5a-826f-9a4ea672f65b,Animals,audio,want,13/05/2021,20:31:35.000,positive,70,,,,,,
990ad477-b9eb-4ea6-9ec8-3f941f53b758,122c3e03-0a96-4d62-9d17-27f8e2b6ba58,8d67b1c4-cd76-4701-a908-738e7a2411e7,Animals,audio,want,14/06/2021,22:04:39.000,positive,70,,,,,,
59bb59ce-776b-4d28-85ee-c0d71c690b6a,de050611-e926-43bb-b1ea-502d8bd25bfc,acbac577-54c9-4476-af3c-a3241a3f4a19,Animals,audio,want,06/08/2020,10:31:09.000,positive,70,,,,,,
88cbf75c-79f0-42cb-8733-af670f39d6e0,b473e898-b7b0-4a57-959d-484bf4cc4483,55380131-13c6-4a5c-8826-ead0ea8895cc,Animals,audio,want,30/06/2020,08:53:27.000,positive,70,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,4c731e48-0377-4d7d-b4c8-b2174b774ed8,ddd079a8-00dd-4aab-9551-11961171db16,Animals,audio,want,22/04/2021,05:45:20.000,positive,70,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,6fd58dea-315a-4ab2-8023-424a6ff455cd,15cf4392-8541-422b-8957-a9c0380c11d9,Animals,audio,want,10/02/2021,09:32:35.000,positive,70,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,6fd58dea-315a-4ab2-8023-424a6ff455cd,23cc47ff-e5cd-4915-828d-258aefce5a14,Animals,audio,want,26/02/2021,17:09:44.000,positive,70,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,6fd58dea-315a-4ab2-8023-424a6ff455cd,317c70d5-fe65-4663-afb1-150108e0e55c,Animals,audio,want,12/12/2020,09:47:17.000,positive,70,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,6fd58dea-315a-4ab2-8023-424a6ff455cd,3d5f257e-556b-4e19-b127-977bc5c4daed,Animals,audio,want,17/05/2021,15:09:41.000,positive,70,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,6fd58dea-315a-4ab2-8023-424a6ff455cd,7d8c8c77-77a8-4743-b35f-349c0ac07866,Animals,audio,want,30/08/2020,17:29:37.000,positive,70,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,6fd58dea-315a-4ab2-8023-424a6ff455cd,cb97b0ea-fc93-4597-b391-846710c6fedc,Animals,audio,want,03/08/2020,03:18:10.000,positive,70,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,6fd58dea-315a-4ab2-8023-424a6ff455cd,9b8a3e97-eee6-4de5-ab88-e00d2c0db6b9,Animals,audio,want,24/03/2021,15:45:22.000,positive,70,,,,,,
b62831cc-7447-465b-9c58-1fc659b17310,76a034b7-e163-4735-a15b-b0ff645ca627,9a5aca53-6263-485a-bf77-e60c4608fd26,Animals,audio,want,19/01/2021,06:40:06.000,positive,70,,,,,,
b62831cc-7447-465b-9c58-1fc659b17310,76a034b7-e163-4735-a15b-b0ff645ca627,0871bb31-3d6e-4e4c-ab19-95a262cac0d4,Animals,audio,want,22/09/2020,16:46:56.000,positive,70,,,,,,
b62831cc-7447-465b-9c58-1fc659b17310,76a034b7-e163-4735-a15b-b0ff645ca627,cb97b0ea-fc93-4597-b391-846710c6fedc,Animals,audio,want,05/07/2020,07:12:27.000,positive,70,,,,,,
b62831cc-7447-465b-9c58-1fc659b17310,76a034b7-e163-4735-a15b-b0ff645ca627,7adafb3c-7c7c-492b-be5b-5ddd9ff1316a,Animals,audio,want,13/07/2020,04:40:07.000,positive,70,,,,,,
b62831cc-7447-465b-9c58-1fc659b17310,76a034b7-e163-4735-a15b-b0ff645ca627,1f7e22c8-558a-4b6f-a04f-b219593f029e,Animals,audio,want,11/04/2021,05:41:14.000,positive,70,,,,,,
b62831cc-7447-465b-9c58-1fc659b17310,76a034b7-e163-4735-a15b-b0ff645ca627,5d04455b-a95e-40d8-bcd4-8c485777c47f,Animals,audio,want,06/07/2020,06:29:11.000,positive,70,,,,,,
84a81261-6334-4ba5-978d-26a45d28a44f,48e26178-5cdd-4568-9990-d3bc5937910b,f73a01fe-444d-4b94-8d0e-4ec2cb97495b,Animals,audio,want,02/01/2021,12:07:14.000,positive,70,,,,,,
84a81261-6334-4ba5-978d-26a45d28a44f,48e26178-5cdd-4568-9990-d3bc5937910b,c1c53b8c-b6a8-4343-a369-4a0595a97807,Animals,audio,want,31/10/2020,13:33:34.000,positive,70,,,,,,
84a81261-6334-4ba5-978d-26a45d28a44f,48e26178-5cdd-4568-9990-d3bc5937910b,877ce8ba-564f-4b86-9cdc-94a93d9a7997,Animals,audio,want,26/04/2021,11:25:10.000,positive,70,,,,,,
84a81261-6334-4ba5-978d-26a45d28a44f,48e26178-5cdd-4568-9990-d3bc5937910b,4607d7b0-3313-49b8-9f73-5b8227fc5b67,Animals,audio,want,09/10/2020,03:19:08.000,positive,70,,,,,,
6b2db46f-f733-4b56-af09-0ed7bb232ed4,b143cd2b-20b1-4e9c-9bb7-cfb359b33d01,8c9c5ee7-9c8c-4842-bbd1-1d1e51da8164,Animals,audio,want,28/04/2021,22:02:39.000,positive,70,,,,,,
6b2db46f-f733-4b56-af09-0ed7bb232ed4,b143cd2b-20b1-4e9c-9bb7-cfb359b33d01,b827588c-31b2-47f3-916a-a1dbf7987f50,Animals,audio,want,18/11/2020,02:17:23.000,positive,70,,,,,,
5efb3710-c34d-4dc4-84dd-31cd8c5d9c30,1ea3d5d6-7e6d-4554-b31d-ea31dc2150f9,4eed2f45-f040-4995-a60f-472af1ff379a,Animals,audio,want,25/11/2020,05:08:34.000,positive,70,,,,,,
942c5154-791e-47c0-bfad-264a3d6296eb,54a8e072-5369-4122-9189-43b55e1a4ba2,3a752edf-f723-46a5-bffb-4a9ed6475546,Animals,audio,want,16/03/2021,17:53:42.000,positive,70,,,,,,
942c5154-791e-47c0-bfad-264a3d6296eb,54a8e072-5369-4122-9189-43b55e1a4ba2,5ff89fb3-b364-494f-b62d-07097b2ffa12,Animals,audio,want,07/12/2020,20:22:24.000,positive,70,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,bec3a622-1373-49c2-9d57-e0281c34f5cf,c5d04879-87bd-4950-9e63-334382ef53af,Animals,GIF,want,01/03/2021,09:37:01.000,positive,70,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,bec3a622-1373-49c2-9d57-e0281c34f5cf,9bbcd241-2de4-4a55-a3fe-2292cfbdc11c,Animals,GIF,want,09/11/2020,23:54:21.000,positive,70,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,bec3a622-1373-49c2-9d57-e0281c34f5cf,15e325b1-c221-4bf8-8010-18d76b03646e,Animals,GIF,want,01/05/2021,23:23:56.000,positive,70,,,,,,
323c35ed-081f-4efd-8bd6-ce5208ceb0ed,e74edcea-5db4-4412-a4ce-eb7c5adc314a,9fbae7e6-65a9-4753-8db9-5f7855b6a540,Animals,GIF,want,08/04/2021,07:18:44.000,positive,70,,,,,,
323c35ed-081f-4efd-8bd6-ce5208ceb0ed,e74edcea-5db4-4412-a4ce-eb7c5adc314a,4172c4ea-8fd9-4e50-bd2c-7020eab84f34,Animals,GIF,want,24/04/2021,12:43:02.000,positive,70,,,,,,
72878c11-38cc-4442-bc81-7eeef47c531c,1ebc46fa-edd3-4dec-bb45-c124daf83512,766886c9-a63a-4446-bb4a-07d611b3b212,Animals,GIF,want,25/06/2020,16:17:43.000,positive,70,,,,,,
72878c11-38cc-4442-bc81-7eeef47c531c,1ebc46fa-edd3-4dec-bb45-c124daf83512,fe15963d-0a77-4247-9bc6-04e146b826b2,Animals,GIF,want,17/07/2020,14:36:22.000,positive,70,,,,,,
72878c11-38cc-4442-bc81-7eeef47c531c,1ebc46fa-edd3-4dec-bb45-c124daf83512,95f4bf3f-7eb7-429a-9f48-0f7cbdf0beaa,Animals,GIF,want,17/07/2020,23:40:27.000,positive,70,,,,,,
273cb565-8c43-428e-bd2b-46ae0c2ae046,66663a0d-856f-487f-a2a2-258af21ab3e5,fe1c151b-1a95-43fa-9a4c-f3214adba852,Animals,GIF,want,18/10/2020,20:30:22.000,positive,70,,,,,,
a861f7e7-b2f5-4d86-966c-7503c8faaeca,92b87fa5-f271-43e0-af66-84fac21052e6,600118fa-e6f4-4d74-aeb6-936abbbf38a1,Animals,GIF,want,19/11/2020,15:05:33.000,positive,70,,,,,,
a861f7e7-b2f5-4d86-966c-7503c8faaeca,92b87fa5-f271-43e0-af66-84fac21052e6,d16ed6bf-d35e-463b-92b0-393ee67e220c,Animals,GIF,want,30/03/2021,09:41:52.000,positive,70,,,,,,
a861f7e7-b2f5-4d86-966c-7503c8faaeca,92b87fa5-f271-43e0-af66-84fac21052e6,87026ce7-fd0b-4b57-9126-d4bae2c1ee0e,Animals,GIF,want,07/01/2021,08:05:02.000,positive,70,,,,,,
a861f7e7-b2f5-4d86-966c-7503c8faaeca,92b87fa5-f271-43e0-af66-84fac21052e6,3d13e0d3-e765-4065-9221-3f864689b9e0,Animals,GIF,want,19/11/2020,13:52:03.000,positive,70,,,,,,
8fe92544-5c15-4f77-bc40-c6e4b7d13674,b143cd2b-20b1-4e9c-9bb7-cfb359b33d01,98411adf-cfc0-400d-aac8-e215571ef3f2,Animals,GIF,want,29/12/2020,07:20:42.000,positive,70,,,,,,
4fa14453-7b29-4302-b51f-9aa23b472c1b,8c9c5ee7-9c8c-4842-bbd1-1d1e51da8164,7719b807-bf22-4b36-8f69-44d9a87d239b,Animals,audio,cherish,18/04/2021,19:52:53.000,positive,70,,,,,,
4fa14453-7b29-4302-b51f-9aa23b472c1b,8c9c5ee7-9c8c-4842-bbd1-1d1e51da8164,80fc5e28-17ac-4e79-b9df-0d500abbe8b5,Animals,audio,cherish,14/11/2020,01:27:43.000,positive,70,,,,,,
4fa14453-7b29-4302-b51f-9aa23b472c1b,8c9c5ee7-9c8c-4842-bbd1-1d1e51da8164,c1c53b8c-b6a8-4343-a369-4a0595a97807,Animals,audio,cherish,16/08/2020,19:30:51.000,positive,70,,,,,,
4478d98e-43e8-4dc0-884d-c1115aa8b970,d6204684-926d-41db-ae9c-a7bf2e76313a,ce9b41f4-625e-4868-83d1-6b53767a8af5,Animals,audio,cherish,03/11/2020,21:53:26.000,positive,70,,,,,,
909cbb46-9789-4e9d-9148-890e5c44a9e2,80c36ce2-2cef-4a47-a563-d2a60a2b1825,e3417115-6e56-4f55-a4ae-70353582a8c4,Animals,audio,cherish,08/11/2020,06:48:15.000,positive,70,,,,,,
909cbb46-9789-4e9d-9148-890e5c44a9e2,80c36ce2-2cef-4a47-a563-d2a60a2b1825,72d2587e-8fae-4626-a73d-352e6465ba0f,Animals,audio,cherish,07/04/2021,02:02:12.000,positive,70,,,,,,
59bb59ce-776b-4d28-85ee-c0d71c690b6a,de050611-e926-43bb-b1ea-502d8bd25bfc,002cd824-10f2-447c-8d1c-940325a1cdf4,Animals,audio,cherish,23/09/2020,04:51:09.000,positive,70,,,,,,
59bb59ce-776b-4d28-85ee-c0d71c690b6a,de050611-e926-43bb-b1ea-502d8bd25bfc,d51a3403-8bab-4d88-af4f-a429c6d8c168,Animals,audio,cherish,10/06/2021,19:12:30.000,positive,70,,,,,,
daeddfcc-c030-4674-8317-56a23ab81799,e69d9ade-20e5-4e31-bc70-5a46556c530f,d51a3403-8bab-4d88-af4f-a429c6d8c168,Animals,audio,cherish,06/03/2021,18:53:51.000,positive,70,,,,,,
daeddfcc-c030-4674-8317-56a23ab81799,e69d9ade-20e5-4e31-bc70-5a46556c530f,fe1c151b-1a95-43fa-9a4c-f3214adba852,Animals,audio,cherish,10/05/2021,00:23:25.000,positive,70,,,,,,
def0559c-73c2-48f9-b85d-0c807659207f,8dda1a41-9e57-4944-bd36-18c0ac343b13,b7fb2028-4cfc-440b-a1b1-4101f12f7abe,Animals,audio,cherish,17/09/2020,13:47:20.000,positive,70,,,,,,
